Unnamed: 0,Author,Comment,PublishedAt,IsReply,label
30,@zaidmarwat2143,I find it ridiculous that the ambulance is checking his pulse when the knee is on his neck.,2020-06-05T18:03:52Z,FALSE,negative
31,@catherinehall2781,Right! They all seem to know that this is naturally the character of this officer.,2020-06-05T18:13:00Z,TRUE,neutral
32,@triciasimone7,Exactly,2020-06-05T20:10:06Z,TRUE,neutral
33,@lalluna9460,Im sure it happened all the time! Disgusting.,2020-06-05T21:27:56Z,TRUE,negative
34,@sedilespargal1016,You can check the pulse in your wrist,2020-06-05T21:39:21Z,TRUE,neutral
35,@happitokki,"""get up in  the car"" ""i will, i cant move"" and yet they still didnt get off of him.",2020-06-05T04:34:08Z,FALSE,negative
36,@jiggajay5669,Sad Cherry. Smh,2020-06-05T11:30:18Z,TRUE,negative
37,@adriaandefreitas7441,The way he said it is like he was mocking him,2020-06-05T11:51:46Z,TRUE,negative
38,@andrewmurray3513,It's called physcological torture it wasn't enough that these officers were killing him they had to  taunt him and make fool out of him  it was absolutely pure evil coming out of chauvins mouth .,2020-06-05T12:00:36Z,TRUE,negative
39,@TheInfinityWorld,"George Floyd : What happened in the final moments of his life 
 https://youtu.be/dmRUZWss31U",2020-06-05T12:07:20Z,TRUE,neutral
40,@blueyoshi8837,Is this the robot everyone is talking about?,2025-03-21T00:27:16Z,FALSE,neutral
41,@evanthejesusfreak,“Get up and get in the car!”  He can’t get in the car when you have 3 officers on his body and this man is literally saying “I cannot breathe”,2020-06-06T15:34:13Z,FALSE,negative
42,@xxashes4579,They where making fun of him,2020-06-06T18:09:33Z,TRUE,negative
43,@theobald123,Who said to get up and get in the car? Was it one of the bystanders?,2020-06-06T18:25:31Z,TRUE,neutral
44,@Alang_492,TK88 the police officers,2020-06-06T18:32:51Z,TRUE,neutral
45,@tapircomel4040,"5:33 +""i cant breathe"" -""Well, Get up get in the car man"" +""I will.."" +""I cant move"" -""Get in the car"" +""I cant"" +""mama! """,2020-06-06T19:24:30Z,TRUE,negative
46,@severelyunderrated1057,Those officers will meet a man with horns forcing them to eternal fire,2020-06-06T19:34:40Z,TRUE,negative
47,@saeedabdullahkassim9375,Remembering mum happens at the most difficult moments,2020-06-03T12:37:44Z,FALSE,neutral
48,@Unknown-rp8eh,And yet there isn't any photos on the media of them both together,2020-06-03T17:08:40Z,TRUE,neutral
49,@iswarya1216,😭😭😭😭heartbreaking moment,2020-06-03T17:09:19Z,TRUE,negative
50,@marthatoler2936,He was calling out for his white girlfriend. His pet name for her,2025-04-20T21:19:08Z,TRUE,neutral
51,@practicalwaystolive6106,"When the man called ""mama"" it was a sign that he needs help desperately.",2020-06-04T22:35:29Z,FALSE,negative
52,@AdamBlade17,Plenty of criminals lie to get a chance at either escaping or suing the police department.,2020-06-05T04:27:05Z,TRUE,negative
53,@keslynbillings7675,Adam Blade that obviously wasn’t the case and there was no proof he did anything wrong so what’s your point it wasn’t his fault,2020-06-05T04:59:20Z,TRUE,neutral
54,@keslynbillings7675,@Go Berzerk Yeah you’re right it’s just when people say stuff like that it makes me upset and I hate confrontation,2020-06-05T05:17:47Z,TRUE,negative
55,@kingfancy7317,Crazy thing about that his mama been dead for years,2020-06-05T05:26:33Z,TRUE,neutral
56,@kylewhalker,I hope the pregnant woman is okay,2024-02-22T12:26:05Z,FALSE,neutral
57,@financialanalyst1111,"False propaganda story,",2024-02-23T08:57:05Z,TRUE,negative
58,@kylewhalker,"@@financialanalyst1111 Nope, propaganda has nothing to do with my comment. People are trying to protect a guilty person who has committed many crimes.",2024-03-07T05:36:18Z,TRUE,negative
59,@jinx6946,Hopefully you have the same energy for the parents who loss their children during Uvalde,2024-03-21T16:27:17Z,TRUE,negative
60,@benjaminbenjamin8392,​@@kylewhalker financial analist is just reading of saint floyds crime records. That is why saint floyd was 5 years in jail for.,2024-04-12T23:25:17Z,TRUE,negative
61,@Capybara-o5o56,@@jinx6946he didn’t even respond he clearly doesn’t lol he just wants to find excuses for his racism 😆,2024-04-17T12:26:42Z,TRUE,negative
62,@yojello6636,I don't believe they were doing this to the poor man even when he called his mom,2020-06-03T06:46:06Z,FALSE,negative
63,@TheShurajGK,They killed him but why,2020-06-03T09:30:45Z,TRUE,negative
64,@sangoku149,He was a drug addicted...,2020-06-03T09:39:10Z,TRUE,negative
65,@elcapitan6790,@@sangoku149 so that means he deserved to be murdered????,2020-06-03T10:06:28Z,TRUE,negative
66,@Insimi333,San Goku bro what??,2020-06-03T10:15:13Z,TRUE,neutral
67,@kyamai4501,The officer really just said “what do you want?” With an attitude..... dude seriously,2020-06-03T18:15:09Z,FALSE,negative
68,@HayastAnFedayi,"He didn’t say what do you want, he said “what are you on”",2020-06-03T21:36:32Z,TRUE,neutral
69,@tylermiron6854,"He did ask ""what are you on?"" not ""what do you want?""  I turned up the volume in my ear phones to hear it correctly",2020-06-05T18:32:31Z,TRUE,neutral
70,@shawnebrown,And this guy actually had the nerve to pull out mace when he thought for a second that bystanders were going to get involved!!!!!,2020-06-01T20:15:14Z,FALSE,negative
71,@treeyellow4627,Chilling.  That cop killed him so calmly. Pure evil.,2020-06-01T20:47:35Z,TRUE,negative
72,@wandamoore5688,@@treeyellow4627 with his hands in his pockets and a smirk on his face,2020-06-01T21:06:59Z,TRUE,neutral
73,@freunddersonne2694,this made me so mad,2020-06-01T21:26:22Z,TRUE,negative
74,@richmobey,"Notice that when he takes out his mace, he power strokes it and causes more pressure on the neck",2020-06-01T21:32:37Z,TRUE,neutral
75,@tiktokfiles8642,I got a feeling that cop  killed before and got away with it. I mean the man was unconscious and he still had his knee on  his neck while waiting for medical attention. He is a fckn syko.,2020-06-01T22:06:48Z,TRUE,negative
76,@safsafasfafssa3627,Love how this video completely ignores how Floyd overdosed on fentanyl,2024-12-02T09:38:24Z,FALSE,negative
77,@annebosworth7048,If the police took him to hospital instead of sitting on him he would be ok they killed that man deliberately.,2024-12-29T22:56:31Z,TRUE,negative
78,@SummerThesigma,that has nothing to do with how his death was completely unjust,2024-12-31T05:38:01Z,TRUE,negative
79,@PIE44-p3w,is fentanyl a new word for chocking someone with ur knee,2025-01-24T12:33:37Z,TRUE,negative
80,@michaelgn3138,He really said “get up and get in the car” he literally can’t. Your knee is on his neck.,2020-06-05T01:03:57Z,FALSE,negative
81,@dammwhatsbusssinnn512,That’s how dumb Chauvin is,2020-06-05T04:39:03Z,TRUE,negative
82,@ydosen,"He was taunting him. I don't know why, but he murdered him. He was watching hin die. He had a smirk on his face when Floyd's eye closed. Putting pressure on his chest and neck like that...",2020-06-05T06:04:37Z,TRUE,negative
83,@freddiegrace3770,@@dammwhatsbusssinnn512 He knew what he was doing. He was enjoying killing someone. It was terrifying to watch!,2020-06-05T06:17:13Z,TRUE,negative
84,@deniserodriguez5060,"Which is wrong, because you never put pressure on someone’s neck, chest, or wrists. Those EMT need to be charged as well. Unacceptable. To allow someone to keep their knee on a man’s neck while your checking a pulse is absolutely wrong and unethical. Those EMT workers need to be arrested and charged. Unacceptable. I am going to Nursing School and this makes me absolutely upset to see first responders, people you should trust to respond, and save; act this way. I’m not going to stop until those EMT responders get arrested and charged as well.",2020-06-05T06:50:23Z,TRUE,negative
85,@pierrepasquel235,@@dammwhatsbusssinnn512 I'm not sure he was dumb. This was pure sadism.,2020-06-05T08:57:14Z,TRUE,negative
86,@jacksonparker9166,"“I can’t breathe, please” “Get up and get in the car then” Said by a man who has his whole body on the poor guy.",2020-06-02T17:48:58Z,FALSE,negative
87,@marianconstantindumitriu6062,"@sameer s Did his time, didn't he? So once more, should be presumed inocent.",2020-06-02T18:30:13Z,TRUE,neutral
88,@ΧΡΗΣΤΟΣΧΑΤΖΗΓΑΚΗΣ,"@sameer s well, i dont think so. He wasnt charged for that. I think his was charged because fake money, 20 dollars. And even if he did so that  doesnt mean that he should be killed. I mean officers are people who protect us from killers not people who BECOME killers",2020-06-02T18:32:43Z,TRUE,negative
89,@jamesleary1405,Right how was he to get up and get in with that pos holding his neck with his knee. George even stated he would get in but the pos officer never removes his knee from his neck till after EMS tell him too which at that point he was clearly dead do to yet another officer abusing his power along with the 3 other officer's helping him. All 4 should be charged with murder.,2020-06-02T18:32:48Z,TRUE,negative
90,@jamesleary1405,@sameer s That doesn't make this situation okay dude. He wasn't fighting them what they did was murder wrongfully at that.,2020-06-02T18:34:10Z,TRUE,negative
91,@Thequebecextremist,sameer s he was trying to change his criminal history,2020-06-02T18:40:54Z,TRUE,neutral
92,@ilovyatsu,„Get up and Get in the car“ Meanwhile Chauvin proceeds to put pressure on Floyds neck and making it impossible for Floyd to move.,2020-06-02T13:49:23Z,FALSE,negative
93,@kellbell86,"A bystander was telling him to get up and get in the car ""right"". Because George Floyd would not. Watch the full video.",2024-08-12T02:27:41Z,TRUE,neutral
94,@jimreplicant,"This dude overdosed, he was a crackhead😂 the herd mentality went crazy with this one",2024-05-27T02:07:44Z,FALSE,negative
95,@swayzay6361,Are you actually stupid?,2024-05-28T18:25:58Z,TRUE,negative
96,@shlepmessing8703,@@swayzay6361 What did he say that's wrong?  Dude had 6+ drugs in his system.  Did you read the autopsy or can you even read?,2024-05-29T00:16:47Z,TRUE,negative
97,@swayzay6361,@@shlepmessing8703 literally had been proved that he didn’t die of an overdose,2024-05-30T11:57:53Z,TRUE,neutral
98,@shlepmessing8703,"@@swayzay6361 No, it literally wasn't.  And the word is ""proven"" and not 'proved'.  But that doesn't surprise me coming from you Fentanyl Floyd supporters.  As lastrolo notes here, cocaine, weed, fentanyl, morphine, heroin, etc and pre-existing health conditions.  Had he simply complied, like the piece of crap, lifelong felon he was, he might be alive.  Blame him for his death.  His actions are what got him there, not the cops.  He had 30+ minutes to comply and refused.  That's on Georgie boy.",2024-05-30T16:51:26Z,TRUE,negative
99,@shlepmessing8703,"@@swayzay6361 ""proven"", not 'proved'.  You're literally wrong.  Read the autopsy... if you can read.  6+ drugs in his system, existing health problems and no physical damage to his body.  He died of stupidity, which is no surprise considering his criminal record.",2024-05-31T19:13:09Z,TRUE,negative
100,@jescajesy4076,He even called his mother this is sadddd,2020-06-04T10:20:04Z,FALSE,negative
101,@1chish,And she died 18 months ago. He was in severe trauma at that stage.,2020-06-04T15:51:32Z,TRUE,negative
102,@rbemuscle6058,"Yes, it's soo heartbreaking to hear him call for his mama 😢",2020-06-04T15:54:14Z,TRUE,negative
103,@KronStaro,"when a grown man calls for his mom, you know he believes hes about to die. This happens at war all the time.",2020-06-04T16:15:34Z,TRUE,negative
104,@WolfSpiritQueen,This video is disgusting. This is not right.,2020-06-06T19:47:56Z,TRUE,negative
105,@Whyrureadingthat,"""Who are you gonna trust when the killer is the cop"" - Black Wave K.Flay",2020-06-02T22:07:23Z,FALSE,neutral
106,@lost2weeks245,Who is that now,2020-06-02T22:10:39Z,TRUE,neutral
107,@NoName-zi9qs,That quote assumes that the cop is the last person you'd trust. The first being your own black brother. Black brother killing black brother is the bigger cause of black deaths.,2020-06-02T23:38:54Z,TRUE,negative
108,@yuhgetintoit6415,@Big Rebel Please get out off this comment section. You're being disrespectful and not to mention racist.,2020-06-02T23:46:20Z,TRUE,negative
109,@Nicknewyens,@Big Rebel $50 that you're in the Klan.,2020-06-02T23:52:29Z,TRUE,negative
110,@koolbeans3572,They tell him to get in the car but they don’t get off of him?? Throw those men in prison,2020-06-05T06:18:32Z,FALSE,negative
111,@misscattyplayz7598,They need killed,2020-06-05T12:31:27Z,TRUE,negative
112,@detnemt9571,"@@misscattyplayz7598 na let them suffer in jail, death is too easy",2020-06-05T12:46:02Z,TRUE,negative
113,@itzari4life610,When there 31 years I. Prison,2020-06-05T13:18:06Z,TRUE,neutral
114,@yabois.t3961,They need to be sent in complete solitary confinement for whole life..,2020-06-05T14:00:30Z,TRUE,negative
115,@quin4516,no way the police has to die to✊🏻✊🏼✊🏾✊🏿,2020-06-05T14:23:25Z,TRUE,negative
116,@carlosarroyo1989,All of this could have been avoided if he listened to the police from the start instead of resisting....,2024-12-04T19:55:13Z,FALSE,negative
117,@___Anakin.Skywalker,U cu nt.LOL   It was past that. It was Chauvin being cruel with his knee stabbed to the man's neck. The black man was begging but Chauvin wanted to be cruel,2024-12-13T11:45:03Z,TRUE,negative
118,@ArtificialTable,"excuse me wtf? ""get up get in the car"", ""I will"" ""GET IN THE CAR"" ""I can't move"" ""GET IN"" That's like grabbing someone's legs to the point where they can't move and telling them ""if you walk I'll leave your legs""",2020-06-02T14:55:19Z,FALSE,negative
119,@nychtx8186,"That's like stabbing someone and saying ""stop bleeding""",2020-06-02T16:13:27Z,TRUE,negative
120,@AzharAli-yt1eb,I wonder why they asked him to get in the car while they holding him strongly.  The police were insane.,2020-06-02T16:24:15Z,TRUE,negative
121,@radicafantasy6887,@Becky Ellis that's s sick,2020-06-02T16:46:23Z,TRUE,negative
122,@mahdimatika2936,"@Becky Ellis Seems voice recording is not even enough to control these people. Makes you wonder, wether control is the right answer to begin with.  Maybe firing these guys long before they reach 17 complaints? Or giving them jobs, where they won't interact with people, so that their sadistic nature never emerges.",2020-06-02T17:01:03Z,TRUE,negative
123,@fp2231,"Pretty much the cop's version of ""Stop hitting yourself""",2020-06-02T17:05:59Z,TRUE,negative
124,@sandiburtmedia213,That man was NOT resisting arrest. He literally said “I WILL” get in the car. How is that resisting? This is so sad...,2020-06-04T22:18:50Z,FALSE,negative
125,@saritaroy1890,This was INTENTIONAL MURDER!,2020-06-04T23:16:50Z,TRUE,negative
126,@SM-hh2pi,The prosecutors charging Derek Chauvin have already admitted that Floyd DID resist arrest several times after they looked at the bodycam footage. See the criminal complaint they filed if you don't believe me: https://www.hennepinattorney.org/-/media/Attorney/Derek-Chauvin-Criminal-Complaint.pdf,2020-06-04T23:40:13Z,TRUE,neutral
127,@LuffyRL,I know right! How would he get in the car if his knee is on his neck?,2020-06-04T23:45:19Z,TRUE,negative
128,@nameavailable987,"Wife beater no one cares to see your childhood neglect shine through, go get attention somewhere else look at your username, you’re BEGGING for attention. I hope this comment feeds you the little bit you need 😢❤️❤️",2020-06-04T23:46:01Z,TRUE,negative
129,@k1ara981,Wife beater you disgust me,2020-06-04T23:56:32Z,TRUE,negative
130,@brendonwhartonfit,“Get up and get In the car” wtf?? How are you going to keep saying that when his knee is on his neck.,2020-06-25T14:32:33Z,FALSE,negative
131,@camgrabert7963,that was not the cops who said it.. it was apparently a friend of Floyd who had been there during the whole ordeal,2020-06-27T09:38:45Z,TRUE,neutral
132,@mrs.sandramosleyiiimosley9655,"Heat's GEORGE FLOYDS SO CALLED FRIEND I BELIEVE WAS SAYING THAT NOWS HES GOT AN ATTY. LOOKING FOR ""CASH'' HE WAS WITH FLOYD' MORE TO THIS.",2020-06-28T18:51:11Z,TRUE,negative
133,@TheFifthWallz,Obviously the guy saw what happened before than he was on the neck all he had to do is cooperate that’s the problem,2020-06-29T01:14:01Z,TRUE,negative
134,@TheFifthWallz,It was a fellow urban gentleman saying that’s not a cop so obviously the fellow urban man understood that Drugged Floyd was creating a problem to begin with,2020-06-29T01:14:44Z,TRUE,negative
135,@bryancubillos6592,He said I will...  and he would have gone easily.,2020-06-30T20:10:11Z,TRUE,neutral
136,@xcainr,If you can breathe 👇,2025-03-21T15:58:10Z,FALSE,neutral
137,@aymanemach,"*3 cops lying their body weight on him, one of them upon his neck* Cop: ""Get up and get in the car"" ⁉️",2020-06-04T05:31:38Z,FALSE,negative
138,@chadcollier1070,"One of the bystanders told him to get in the car, not the cops.",2020-06-04T07:01:22Z,TRUE,neutral
139,@theforgottenbook7775,"How brainless can you get, how did he got the job",2020-06-04T07:14:50Z,TRUE,negative
140,@yakyakthecat810,Professional criminals with badge do you mean?,2020-06-04T08:23:33Z,TRUE,negative
141,@vivekashokan1496,Because he was so hammered and claustrophobic he coulntn get in the car in the first place. RIP though,2020-06-04T10:54:57Z,TRUE,neutral
142,@audis6m,@@vivekashokan1496 Claustrophobic in the back of police car but not in own car ?,2020-06-04T11:18:13Z,TRUE,negative
143,@OrangeOnesGaming,"*""Get up and get in the car""*  *•continues to dig knee into George's kneck•*  How tf do u expect him to get up?",2020-06-02T21:49:41Z,FALSE,negative
144,@oceanblue4062,IKR that what I said like- what were they doing he doesn’t deserve that,2020-06-02T22:24:04Z,TRUE,negative
145,@the_natural7779,He did something bad they were doing that so he wouldn’t get up to escape what do you guys expect he lifts a ton he weighs a lot too gosh!,2020-06-02T22:29:19Z,TRUE,negative
146,@taajir2245,Did you notice he was digging to it? What a world we in,2020-06-02T22:32:30Z,TRUE,neutral
147,@alleygreen9131,How is he to get in the car when ur kneeling in his neck this is messed up,2020-06-03T05:29:43Z,FALSE,negative
148,@Raviraj-tx1pc,that's the point,2020-06-03T07:01:00Z,TRUE,neutral
149,@Phillipmcgregor69,This is horrible nowing that this happens to these poor black people every day,2020-06-03T07:33:15Z,TRUE,negative
150,@Phillipmcgregor69,It’s horrible,2020-06-03T07:33:29Z,TRUE,negative
151,@foobee_fbe3801,Ashton Abbey it can also happen to any of us. I’ve seen white people being killed by the same tactic on new videos. We’re all f***ed unless we reverse the police state on everyone.,2020-06-03T07:38:20Z,TRUE,negative
152,@gachassstuff8838,EXACTLY It’s so painful to watch this and I want these officers to shoot themselves in the head,2020-06-03T07:40:57Z,TRUE,negative
153,@kforhonor986,"Looking back, I'm still so shocked by the fact the officers still kept applying pressure while telling Floyd to get in the car, meanwhile Floyd repeatedly told them he would get in and couldn't breathe.  EDIT: Resisting or not, putting an entire bony knee into someone's neck is a way to arrest someone if you want to do it in a manner that carries the risk of lethality.   A taser or anything like pepper spray or both might have been the way to arrest without killing.",2023-05-23T00:29:12Z,FALSE,negative
154,@jamesbond1231,All while he continued to resist arrest rofl.,2023-05-25T17:48:41Z,TRUE,negative
155,@mysussyisnotbaka,Truly a can't breathe moment,2023-05-26T01:07:51Z,TRUE,negative
156,@oklywright8886,Exactly. He said he couldn’t breathe BEFORE he got on the ground. He swallowed a lethal amount of drugs to avoid ANOTHER criminal charge & he overdosed.,2023-05-30T14:36:41Z,TRUE,negative
157,@renzosamayoa417,@Nortius Maximus69 I mean obviously he couldnt breathe? When was he lying about that before or after he died bc he couldnt breathe,2023-06-06T08:27:04Z,TRUE,negative
158,@BigTorr704,@@renzosamayoa417 He claimed that he couldn't breathe several times before they even put him on the ground if you watch the bodycam footage.,2023-06-30T13:04:15Z,TRUE,neutral
159,@chi9100,wtf...dude looked proud with his knee on his neck.,2020-06-01T17:13:24Z,FALSE,negative
160,@stevesteve2089,Look at them ALL,2020-06-01T17:43:45Z,TRUE,neutral
161,@guptatushar86,"He could have already known that the man was dead, had he withdrew his knee it would have become obvious to the crowd and demanding an immediate arrest by his coofficers",2020-06-01T18:05:38Z,TRUE,negative
162,@SIPEROTH,Power tripping. Getting a budge and thinking you hold the world by the balls.,2020-06-01T18:15:04Z,TRUE,negative
163,@Vinodhan_5697,The pain when he said mama literally give chills,2020-06-02T17:39:34Z,FALSE,negative
164,@mouses_HK,"If i heard someone say ""mama"" while they can't breathe I'm helping thim. Getting shot or not Imma help the person. Rather give up my life for someone who can't breathe then live my useless one.",2020-06-02T20:27:13Z,TRUE,negative
165,@JackSparrow-eu9hu,"George Floyd moved to Minneapolis in 2014 for a fresh start after being released from prison in Houston, Texas following an arrest for aggravated robbery Floyd had turned his life around but died on Monday after a white officer knelt on his neck while arresting him for allegedly paying with a fake $20 billNone of the officers could have been aware of Floyd's more than a decade-old criminal history at the time of the arrest The 46-year-old had left behind his past in Houston after being released from prison stemming from a 2007 robbery He plead guilty to entering a woman’s home, pointing a gun at her stomach and searching the home for drugs and money, according to court recordsFloyd was sentenced to 10 months in jail for having less than one gram of cocaine in a December 2005 arrest He had previously been sentenced to eight months for the same offense, stemming from an October 2002 arrest Floyd was arrested in 2002 for criminal trespassing and served 30 days in jailHe had another stint for a theft in August 1998",2020-06-02T20:41:57Z,TRUE,neutral
166,@justintime8922,@@JackSparrow-eu9hu Thats great . I Love how you left out the killers info .,2020-06-02T20:49:37Z,TRUE,positive
167,@angelad8995,Its impossible to feel the familys pain I agree when he called out for his mum. He knew he was going to die. I feel 😪 so much pain already asking God to clear a pathway for us our children grandchildren. Hate of colour is the lowest.  people's spirit's are so low. That pain is mixed with anger. God have mercy on us.,2020-06-04T20:17:34Z,TRUE,negative
168,@angelad8995,Feeling sick to my heart. That its like another day to in America.  Look how long we our parents there parents have being crying praying for better world.  It will never be just another day.  God help us. And bless the familys give them inner peace and strength that have children that have being murdered because they are black . My heart hurts,2020-06-04T20:28:36Z,TRUE,negative
169,@early7strikeland996,"That's very disturbing, I don't know what to say, it's just very terrifying",2020-06-02T14:26:38Z,FALSE,negative
170,@WetMagic,They killed him and some people act like it's ok because he was a criminal? I don't understand people.,2025-03-08T21:07:50Z,FALSE,negative
171,@RonaldWashington1,It's weird that you're defending criminals. Maybe you have a criminal mind as well.,2025-03-11T21:00:16Z,TRUE,negative
172,@DeRussellMasina,They don’t believe his life had value. It’s an ad hominem attack,2025-03-13T15:29:57Z,TRUE,negative
173,@Seeker118,@@DeRussellMasinaare you really saying that he deserved all of this,2025-03-22T03:43:52Z,TRUE,negative
174,@dave4097,He overdosed. He couldn’t breathe long before he was in the floor. He said it himself on camera.,2025-03-26T17:57:42Z,TRUE,negative
175,@elew5142,"@@dave4097even if he did, that doesn’t excuse the fact that those officers severely violated policy and conduct. They 100% aided in his death. They could’ve called for medical much faster than they did. Chauvin had MANY chances to release his knee from his neck but refused to do so.. even after he was already visibly unconscious. I am in law enforcement myself and this video is disgusting to watch.",2025-03-26T22:28:43Z,TRUE,negative
176,@hatman6522,Officer: GET UP AND GET IN THE CAR. Also Officer: *pins him down so he can't get in*,2020-06-02T06:18:05Z,FALSE,negative
177,@gremlins3591,"Protocol went wrong. They will fix it, that's for sure.",2020-06-02T06:55:12Z,TRUE,neutral
178,@Glitteryglows,"@@gremlins3591 Protocol went just wrong? I feel like he knew what he was doing. Even when he went unconscious, he didn't stop. You can only hold someone like that when is he resisting. He DIDN'T resist. The poor man was only asking to breathe!",2020-06-02T07:13:05Z,TRUE,negative
179,@Ryan-qg5ij,@@Glitteryglows Sad😞😞,2020-06-02T07:13:53Z,TRUE,negative
180,@tiew525,"@@Glitteryglows you are right, the video is the only proof... He asked for breathe",2020-06-02T07:25:59Z,TRUE,neutral
181,@Coconut-mf2zz,I felt that 😭😭😭😭😭😭😭😭😭😭,2020-06-02T09:34:41Z,TRUE,negative
182,@wickidflash,The dude with his knee on his neck was just watching him die. It looked absolutely intentional. He kept his knee there to make sure he was dead. He intentionally strangled a man.,2020-06-03T18:54:20Z,FALSE,negative
183,@monicatingo-kanyama4389,It hurts that he may be out soon. This man is evil.,2020-06-03T20:40:54Z,TRUE,negative
184,@vickieclark5931,I agree. You can tell that that officer wanted to make sure he was dead since he hadn't moved in quite a while. So he kept his knee in his neck.,2020-06-03T21:47:13Z,TRUE,negative
185,@thewolf5444,The guy is handcuffed asking to breathe and he still keeps his knee in his neck. It doesn’t matter who you are or where you are. That is just pure evil. I just can’t believe any human would do that to another human. He deserves life in jail at the absolute minimum. Life in jail is actually too good for this person,2020-06-03T21:50:09Z,TRUE,negative
