Unnamed: 0,Author,Comment,PublishedAt,IsReply,label
654,@candycrystel2525,"Unlimited Together, we're unlimited Together, we'll be the greatest team there's ever been Glinda, dreams the way we planned 'em If we work in tandem There's no fight we cannot win Just you and I, defying gravity With you and I defying gravity They'll never bring us down So if you care to find me Look to the western sky As someone told me lately, ""Everyone deserves the chance to fly"" And if I'm flying solo At least I'm flying free To those who ground me, take a message back from me Tell them how I am defying gravity I'm flying high, defying gravity And soon, I'll match them in renown And nobody in all of Oz No wizard that there is or was Is ever gonna bring me down I hope you're happy  Bring me down!",2025-03-16T01:57:21Z,False,positive
96,@kirttiii95,I was moved to tears by this meditation. It’s a truly wholesome technique!,2025-02-12T13:35:33Z,False,positive
1879,@jenniferlesueur1359,I can’t believe how much she has in her bag. She is like Mary Poppins 😂❤️🇦🇺,2024-12-04T20:59:01Z,False,positive
939,@awaaaraa_hu,Hats off to the indian generalist girl. Brave girl ❤,2025-05-10T19:55:49Z,False,positive
1888,@Melycast3,She wanted to get out of the island so bad and have a different life. Instead she married and had children. I saw myself in her place and I was lucky enough to get out of my “island” and fulfill my dreams. What a masterpiece of a show!!!,2025-04-23T00:28:21Z,False,positive
1072,@JessicaSingh-p4s,This chef is a legend.,2025-03-27T05:51:38Z,False,positive
30,@darkacademiabutnotreally,"'No, you're supposed to want to know, do that again.' I love this movie already.",2023-05-31T09:56:51Z,False,positive
238,@candaistopor1114,"""He"" love, the actor is a He. His name is Martin portlock and he is absolutely amazing",2024-12-01T16:07:03Z,True,positive
165,@nehameena4691,Oh my god…..I was smiling all the time while doing this. Thank you so much ❤❤❤❤❤,2024-09-17T07:12:43Z,False,positive
1923,@thomasfm,"this is literally the best ""in the bag"" with the Hello Kitty one 🌸",2024-12-05T05:08:26Z,False,positive
919,@gaelparker2002,"Sure, I started with $3k, and it's been an amazing journey since.",2025-04-19T07:35:13Z,True,positive
713,@Jossy.mp4,She just makes everything look very simple to do. Dubs for her amazing skill,2023-02-20T17:34:57Z,False,positive
1604,@StratsRUs,Verily.....It was a miracle !!,2025-04-21T10:54:13Z,True,positive
650,@MrLakridsbat,"I totally get the ""complaining"". I made my daughter a lampshade with owls made of perler beads. Believe me I complained a lot when placing the beads for owl number 50 wishing I never see another bead.. but the end result and her reaction makes it worth it.",2022-04-23T19:17:53Z,False,positive
424,@starlytesvids,This looks so funnnn,2024-12-29T08:23:52Z,False,positive
1137,@Keisujunko,Love the video! You can also use condensed milk to combine with the egg yolks in making custard. It'll save you so much  time and effort.,2022-05-09T18:16:31Z,False,positive
1622,@lenny.winter,Enjoy your trip!,2024-03-17T18:01:30Z,True,positive
1226,@nogoodwill1384,I love watching the crowd's reaction when Nymphia went to them,2024-04-20T22:55:44Z,True,positive
1094,@TANon31,"i saw it , was she in blue jeans ? i'm proud of your sister",2025-04-18T18:19:28Z,True,positive
1700,@AnneM-Frç,You are very kind Jacob. Sending you back Christ’s love & peace from your fellow Catholic sister in Christ. Peace to you.,2025-04-21T15:42:16Z,True,positive
1941,@silvanaalbrahimi9533,She just spoke Albanian on Vogue and this is iconic 🔥🔥❤️,2024-12-14T09:29:23Z,False,positive
1946,@purrrcat,"Wow, so many good actors in one movie! IU and Park Bo-gum together? Insane 🤍",2025-02-21T00:45:54Z,False,positive
1563,@shprivateaccount,no wayyyyyyyyyyyyyyy i need this right now :0,2025-04-27T12:20:48Z,False,positive
1876,@tanviupadhyay3883,"Every episode successfully made me shed tears. You see how a mother did it all, for what she wasn’t able to experience, she did it all for her child to experience it.  This series so far has been so beautiful and heart breaking. I love every bit of it.",2025-03-16T10:31:27Z,False,positive
463,@huyentrangpham4961,"OMG. It actually helps my running injury. Thank you so much, Pam ❤",2025-04-05T13:32:57Z,False,positive
1127,@lilitero5529,I know right😂😂,2025-04-15T05:23:31Z,True,positive
1289,@jinstory127,Thank you❣️,2024-12-04T09:34:45Z,True,positive
1377,@AimeiAmyChen,"Yea, that's right. SOOOOO beautiful! And the timing is also right at the end note!!",2024-04-22T08:45:48Z,True,positive
1654,@BelenBrant,Good that they got it working in time! Let's go!,2025-05-10T15:30:22Z,True,positive
1776,@denko3203,Vera and Patrick’s chemistry has always been my favorite part from these films. I’m going to miss these two!! 🥹❤️,2025-05-08T16:05:40Z,False,positive
659,@princeofdatny,This will go down in Oscar history,2025-04-19T07:40:43Z,False,positive
1394,@chinny7700,@Pr.incorporated yes we're all safe in Him.,2020-11-18T01:48:18Z,True,positive
889,@MarshalWagner457,"I've been through the 'bonds are beating stocks' periods since the 90s with no bonds and with all aggressive stock mutual funds. Currently, my IRA and cash accounts are far more than I expected for my retirement.  I can easily handle a worst-case 80% stock crash, Thanks to my CFA.",2024-11-06T09:42:04Z,True,positive
192,@ejdepaz,"The movie is not just about women empowerment and gender equality, it’s also about answering ‘What was I made for?’. Figuring out your purpose. I never thought that this movie will touch my soul. Such a warm-hearted story. ❤",2024-03-07T09:22:12Z,False,positive
688,@kamilagesing4735,@@kade4198 procrastination protesting 😂 i love it!,2022-04-24T07:41:11Z,True,positive
1709,@johncillis3431,"I enjoyed Amsterdam.  I stayed in Haarlem, I found it a nice base, the way Amsterdam used to be.  Amsterdam was a nice walking city.  Its train station was incredible.  It reminded me of San Francisco and Venice, or Nice.  Water cities are special, so many boats.  I live in Phoenix where rents are cheap.  I like cities and urban living for its vibe, and living close to people keeps one from getting lonely.  My rent, which includes utilities, is half yours, probably because Phoenix is so hot, no one wants to live here, lol....",2023-11-01T16:27:17Z,False,positive
479,@thebitchwiththesauce5071,"pam really said ""people its pride month"" with the second song love that",2021-06-16T18:00:14Z,False,positive
1779,@lenny.winter,"Thanks for watching, good to be back!",2023-03-11T18:29:01Z,True,positive
146,@glockinmyrarie,literally i’m so excited,2023-06-06T14:54:22Z,True,positive
554,@teamo4886,Can we appreciate just how good she is at choosing the best scenery for her videos? The view is so aesthetic ✨,2021-06-16T03:35:53Z,False,positive
1042,@SozoSeasonFreedom,How about the sound when she kneaded after adding the butter? 😁😆,2021-08-30T03:21:35Z,True,positive
922,@RalphNardell,"Wow, well done. Congratulations!",2025-01-13T23:52:22Z,True,positive
1193,@avasd59,@@Tacosinaguacate oh I can definitely see why 😍,2021-06-18T15:04:33Z,True,positive
1493,@luckyjasonfan,"IKR!!! They stayed married after this!?! 😂😂😂 Poor, Matthew! 😅",2024-11-19T03:22:24Z,True,positive
715,@demh7823,I LOVE how Ariana kissed Cynthia's hand.,2025-04-22T23:57:17Z,False,positive
1669,@lenny.winter,"Thank you, I’m so happy to hear that! Good luck with your move!",2023-03-29T13:55:39Z,True,positive
468,@heleaan,At the moment I have a stressful time because of many decisions in life that I have to make 🗓️. This routine felt so good right now 🤸‍♀️. If I do exercising I feel like „Everything will be ok…don’t worry“ 🥺. It is the feeling of „being in the here and now“. Exercising makes me happy and gives me hope in life ❤️.,2023-01-27T11:58:24Z,False,positive
629,@Newtsy,We can agree to agree!,2023-02-03T04:09:08Z,True,positive
1075,@MS-ql6yj,Her: Peacefully making donuts Me: Licking screen    Edit: Beware of the comment section lol,2021-06-18T10:30:35Z,False,positive
1824,@nabilahassan7117,This is one of the best dramas I've watched. The visuals are straight out of a ghibli movie. The cinematography and the settings along with the all the actors emotions brings out the best kind of nostalgia. 10/10!,2025-03-09T10:17:15Z,False,positive
666,@joshuajealousy2294,Her voice brings me to tears literally every time I hear this song. So powerful. It’s honestly one of my favorite pieces of music ever performed.,2025-04-30T05:03:21Z,False,positive
1961,@Lexy-O,It’s the best show I ever watched,2025-04-17T03:23:22Z,False,positive
451,@florinivan6907,The moment a legend was born.,2021-05-21T13:41:55Z,False,positive
1954,@neil.neil95,"One of the best korean drama that ive watch, its not about 2 person who is inlove with each other its about life family and self care, appreciate and be there for your love ones its a reality that every person and family needed it right now its a reminder to every living person that no matter what trials may come into your life or face, always be reminded that your family is always have your back its ok to back down sometime ❤",2025-03-29T12:14:40Z,False,positive
786,@4chao1999,I love them so much ❤❤❤,2025-03-03T00:25:40Z,False,positive
632,@genderisahoax06,THEY DID THAT WHILST CORSETTED!!!!!,2025-03-22T18:39:53Z,False,positive
1446,@anonamouse.p4115,"This year though they stick out amongst this sea of folk who understood the assignment. I agree wholeheartedly with you, when you receive the theme with the resources at your fingertips you use that and show up DANDY!",2025-05-06T08:06:01Z,True,positive
276,@salazar556,The Witches would get a golden buzzer from me! That last act was especially awesome!,2024-04-04T19:17:22Z,False,positive
595,@martinamissana2088,"Did this right after waking up in the morning and couldn't ask for a better start to my day 😍 Thank you, Pam ❤️",2021-06-16T07:06:52Z,False,positive
1726,@philippededeken4881,Looking forward to My life in London.,2023-03-13T15:49:38Z,False,positive
855,@Raymondrivera-z7w,"Thanks for sharing, I just looked her up on the web and I would say she really has an impressive background in investing. I will write her an e-mail shortly.",2025-04-16T16:35:40Z,True,positive
375,@undecunsunds123,she beats him out of the kitchen when he tries it and according to him she never does anything wrong with food. smart man,2021-04-08T20:07:39Z,True,positive
588,@tehreemfaisal1546,"I wish I was there, the whole performance was so fun.",2024-05-30T20:35:58Z,False,positive
935,@xavier_lucas,"My wife and i (mid 30s) just did our net worth calculation and were astonished to find out that combined we're net worth millionaires, with ~450k in retirement/investments. Years of driving 20+ year old cars with multiple shades of paint (or as i called it, ""custom"" paint jobs) and knocking out $170k in student loans literally paid off. To people going through the struggle, take it step by (non trademark) baby step. You'll get through it. Its worth it.",2024-10-24T02:03:59Z,True,positive
112,@SoniasWay,"“Humans only have one ending, ideas live forever”. Greta Gerwig is making a masterpiece!",2023-05-25T18:22:30Z,False,positive
166,@justintime8922,@@JackSparrow-eu9hu Thats great . I Love how you left out the killers info .,2020-06-02T20:49:37Z,True,positive
1679,@psolidstate,Brilliant clip. Best of luck in London!,2023-10-11T05:43:40Z,False,positive
7,@brandonbyng9681,Needed this ..such kind words..be well friend,2023-04-11T05:06:32Z,True,positive
1494,@Mario_1031,I would love if this was a thing because I love the look of the notch but love the functionality of the Dynamic Island,2023-12-01T03:58:40Z,False,positive
385,@moisesarellano9205,“Room temperature cream whips much faster than cold so you need to take it out of the fridge at 30 minutes before you want to whip it. Unless of course you want to work on your biceps.”  -Gordon Ramsey  Understood 💪,2022-12-20T18:43:24Z,False,positive
827,@Grace.h-t8o,"Right, a lot of folks downplay the role of advisors until being burnt by their emotions, no offense. During the covid-outbreak, I needed a good boost to stay afloat, hence researched for advisors and thankfully came across one with grit. As of today, my portfolio has grown by 25% every quarter since Q3 2020.",2025-02-05T09:42:36Z,True,positive
965,@geraldf.1222,I retired at 56 by saving 35-40% in IRA & 401K between 21-55. Time Value of Money & Opportunity Cost are powerful concepts. Freedom at 56 in the U.S.A. means A LOT.,2024-10-26T14:32:37Z,False,positive
784,@lisajax6765,"I truly Believe there is absolutely nothing, and I mean nothing that you could not do! The tedious work, that you have to put in to these projects that you create, and the persistent effort you put behind them is utterly genius and amazing. I love watching you.",2023-06-03T18:22:16Z,False,positive
1584,@marketads1,Hard to pick THE BEST! I loved her too.,2025-05-06T17:43:00Z,True,positive
1968,@Yemi927,Thank you. This was amazing. A great reminder od what life truly is and how to cherish the time we have on earth. May GOD help me raise my children right and love them unconditionally. This was a masterpiece. Thanks to all these amazing actors and actresses. It felt so so real.,2025-04-15T06:20:56Z,False,positive
85,@Whistfulthinking,"I don't know if you will read this but this meditation has just brought me out of a horrific anxiety attack. There'll be many more, but maybe this is a way forward. I'm going to try to find a way to get a thanks to you",2025-04-24T00:05:58Z,False,positive
1928,@SprucedandGussied,"Great advertisement for Birkin and how much you can carry that bag. Shocked by how much stuff she took out of it! LOL.  Must be heavy! But I can appreciate and relate. I carry a ton of stuff too. It was really fun to see everything she has in there. This might be the realist one of these ive ever seen. Thanks for sharing, Dua!",2024-12-04T22:42:07Z,False,positive
701,@hyunsookshin3147,Omg this gave me chills😮 Edit:thank you for 4 likes🎀,2025-03-14T10:59:18Z,False,positive
1059,@caboodlebay,That egg shot with the milk pour at around 6:00.. Awesome,2023-04-12T08:53:05Z,False,positive
698,@clarissamico_,I LOVE YOU SO MUCH CYNTHIAAAA,2025-04-17T06:00:16Z,False,positive
1902,@kaylacurtis111,"Ever wonder how some women, like Dua, exude such magnetic confidence? It feels like they’re on a whole different wavelength. I just finished reading The Irresistible Seduction Formula by Olivia Simmons, and it reveals exactly how to unlock that kind of irresistible energy. Highly recommend checking it out!",2024-12-07T12:14:42Z,False,positive
865,@J.Buchanan-g1q,@@JonP.Hickman This is incredible. Could you recommend who you work with? I really could use some help at this moment.,2025-02-08T07:25:55Z,True,positive
918,@XavierStyles-bg6cl,"Her success story is everywhere, her method surprises me honestly",2025-04-19T07:33:13Z,True,positive
1125,@Nicu-jk2hn,I prayer for peace of Jerusalem Am Yisrael Chai,2025-04-15T11:56:59Z,False,positive
1096,@lotus6989,"In brazil this is called ""sonho"" wich means ""dream"" almost every bakery sells it, is soo good",2021-06-23T05:37:00Z,False,positive
384,@mikefinley4367,"Cooking is a art and he,s never dull.",2021-04-16T22:56:12Z,False,positive
184,@JoyDavidson,First time listening. This was one of the best meditation sessions I've ever had. Thank you.,2025-01-03T02:59:37Z,False,positive
309,@suzy9474-o2j,"I appreciate that I’ve learnt how to chop herbs, especially the tip on shaving the leaves off the coriander stalks.",2023-01-19T00:15:14Z,False,positive
1142,@angelaarezina8168,"Got a craving for doughnuts and came across this recipe.  Absolutely drooling now!  One day when I have more time I will make these, but for now it would have to be a quick trip to the supermarket to satisfy my craving.  My mother used to make those creams, scrumptious!",2023-02-07T04:19:48Z,False,positive
810,@dungmasibay1613,"Every family has that one person who will break the family financial struggle, I hope you become the one😊",2025-04-11T12:58:34Z,False,positive
1594,@Sanders-vd3tp,Ok but those dresses are so pretty and they all look so good in them! I want one.,2024-10-13T19:42:18Z,False,positive
1379,@princeacosta6202,This video makes me a teary-eyed while watching,2020-09-21T10:18:30Z,False,positive
394,@Dragon_of_DVK1429,I really loved this! This person deserves a show or movie for how they act along with the makeup and decor! I wuld love more of them please!,2025-04-26T08:22:14Z,False,positive
1877,@JudithJackson-l9c,"I have always had a thing for Anzac accessories, but this one is really cute! Congratulations  *esluxy*",2025-04-08T07:26:15Z,True,positive
682,@LadyGagaNews5,One of the best performances since 2019's Shallow by Lady Gaga and Bradley Cooper,2025-03-03T00:26:26Z,False,positive
1693,@Netkruzer,Fr can't wait,2025-05-08T22:18:14Z,True,positive
1904,@funinglobe,"so touching because almost every scene reminds me of how capable i could be in loving people, and how i chose to get away from the toughness and even cruelty of life and hence also skipped the beauty of life. i could have done a lot better and i can choose to now.",2025-04-14T08:13:31Z,False,positive
1818,@Julia-cmf,Dua's tone of voice is soo elegant !!,2024-12-04T17:30:49Z,False,positive
743,@bluepreference508,Oh heavens I absolutely adore this two 🥹,2025-04-07T02:13:13Z,False,positive
1305,@sharminbaba9215,"I THINK NONE OF THE QUEENS BEFORE DID LIKE WHAT HER DID, SHE ENTERTAINED EVERYONE IN THE STAGE NOT FOR THE SAKE FOR RUPAUL ONLY. SHE TRULY DESERVED TO WIN!!",2024-04-22T02:37:17Z,True,positive
1875,@sdfsdfgwert,"When I heard that  *condup*  has a new key case size, the first person I thought of was you, because you like LV SLG as much as I do, and have been waiting for your unboxing video. I just got mine too. Thank you for the wonderful review.",2025-04-03T06:33:28Z,True,positive
942,@LisaWiggan,"I don’t think it’s a coincidence that I have as well come across Katherine Ann McGrath, she’s an exceptional person and great in her field of financial services.",2025-01-28T08:19:43Z,True,positive
352,@mrnice7570,Agreed 💯 by this Scottish citizen,2024-11-24T10:35:43Z,True,positive
1037,@raggis95,"I was getting too many feels watching the mv and the amazing song, that the twerking actually calmed my too many emotions back down 😂",2025-04-18T16:18:52Z,True,positive
1162,@Shockwave-k6t,It’s absolute an absolute masterpiece                            In the booty music department,2025-05-03T21:51:06Z,True,positive
655,@veilseverence24,"Complaining is part of the fun of encouraging yourself, and besides if you can't complain then how do you know you put in hard work? I think Your videos are amazing and you should keep doing what makes you happy",2022-04-23T17:22:37Z,False,positive
733,@justinelopez145,She’s amazing 🥹,2025-03-27T21:40:03Z,False,positive
1001,@lancealvarez1009,doechii is truly a blessing! i was being held at gunpoint for my wallet and i told siri to play doechiis verse and the guy ran away screaming for some reason! thank you doechii for saving my life,2025-05-13T20:49:39Z,False,positive
1021,@chuchien4293,"If you’re planning to make these like me i’ll share you the cup and spoons measurements so you don’t have to!  DOUGH  -Bread Flour: 2 and 2/3 cup  or 2 and 3/4 cup for all purpose flour  -Cake Flour: 1 and 1/4 cup  u can use all purpose flour instead of bread flour though it will be less fluffy but they will still taste the same and look great! Also,  add a tablespoon when it’s sticky, don’t add too much just add untill it looks like the one in the video.  -Granulated Sugar: 5tbsp, 2tsp, and 1/4tsp -Salt: 1tsp, and 1/4tsp -Instant dry yeast: 1tsp, and 1/4tsp  2egg + Milk: 3/4 cup  (assuming eggs are 45g I’d suggest using a weighing scale through all the ingredients but if you don’t have one these measurements will do!)  -unsalted butter: 3tbsp, 1tsp, and 1/4tsp   CUSTARD  -3eggs -Cane Sugar: 3tbsp, and 1tsp -Cake Flour: 2tbsp,  and 1/4tbsp -Milk: 1cup and 4tbsp -Vanila Bean: 1/3  also it’s highly recommended to use vanilla bean but if you don’t have one you can use 1tsp of vanilla extract, and add the extract after it thickens.  I hope this helped and I’m sure your donuts will taste and look great Have fun making them! Make sure to follow the instructions so your donuts end up fluffy and soft:D",2022-06-09T19:38:15Z,False,positive
1979,@darcyleader3588,Netflix thank you for giving us this amazing drama idk when in a million years will they give us again like this drama ...after boys over flowers kversion this is my new favourite ❤❤❤❤,2025-04-11T15:41:06Z,False,positive
850,@Coleslaw1987,$200m+ budget on the worlds most hilarious comments section. Worth it.,2024-12-05T13:18:27Z,False,positive
1007,@christinabidart4194,"And by not playing the music, we can hear the noises we hear when we are cooking ourselves...even clearer and louder. I love that!",2024-08-06T14:28:10Z,True,positive
128,@MR-07X06,I LOVE YOU BARBIE 🥰🥰😍❤❤❤,2023-05-25T16:52:12Z,True,positive
545,@mominasyeda263,"To be honest , yujin and chaewon slayed.. they carried the whole performance literally.. At least they should be excluded from the criticism.. they managed to pull off most of the vocals with really hard choreos..",2024-09-19T20:13:20Z,False,positive
1830,@ciganyweaverandherperiwink6293,@@juanwick8820 Hope you did start watching it and loved it as much as we all did.,2025-05-01T19:14:32Z,True,positive
744,@hello.littleking8,two diva's and giving chills I love it! 💚💖,2025-03-24T20:29:49Z,False,positive
1730,@spencerhack3321,Could have said this better myself . I’m so freaking excited for this !!!,2025-05-10T00:31:29Z,True,positive
940,@MarkHayes-d6i,"Thanks for featuring Katherine Ann McGrath in one of your episodes. I took your advice and contacted her for investment and budgeting opportunities. The results have been incredible. Started with slightly less than $40k, and now I’ve paid off my $300k loan in 6 months. Now totally debt free with 2 paid off rentals, having no debt for the last 12 months. My stock portfolio now is way over $850k.",2025-01-28T08:18:03Z,False,positive
1594,@AnabelBatesCorrea,A night of black fashion and excellence ❤❤❤,2025-05-06T09:07:58Z,False,positive
24,@kiabush5664,May I be happy  May I be safe May I be healthy  May I live with ease  🤞🏾💕🙏🏾🥰,2022-07-11T14:53:48Z,False,positive
675,@KristyLeather,"Extremely helpful, thank you!!",2022-04-29T22:18:35Z,True,positive
1560,@AppleTrack,This looks so good,2023-12-10T09:50:48Z,False,positive
1930,@HeatherHurstComedy,Thank goddess for this woman. So REAL!! Every other one of these videos is so curated and organized and product placement!,2024-12-05T04:48:26Z,False,positive
319,@KaranShah731,I've learned more from this video than the restaurant I work for... Gordon's a genius!,2021-04-10T15:35:53Z,False,positive
1748,@TangelaReeder,"They will beat OpenAI and they will beat everyone with being the first to have this AI, it's proven to work",2025-05-10T15:30:25Z,True,positive
1497,@christine6570,"I love Ariana's face w ""not that kind of tired"" 😂",2025-01-19T13:52:22Z,False,positive
269,@simonwolstencroft6128,"Yeah, and clapping with a big smile on his face at the end while the other judges are all over the place 😂",2024-11-19T11:35:17Z,True,positive
665,@NicoleMora-z7t,Her voice is just AMAZING I have watched this wayyyy to many times,2025-04-30T09:39:43Z,False,positive
1864,@asum-,"She is so real, car keys and headphones, wallet, moisturizer, and books/notebooks are all things anyone would carry",2024-12-04T19:53:29Z,False,positive
1578,@discerningtruth6848,Serena looks absolutely beautiful and fabulous. 😅,2025-05-06T19:20:59Z,False,positive
1169,@MrMAXZ888,Honest analysis from Marwan Bishara. Nice for a change.,2025-04-15T04:43:16Z,False,positive
311,@victimvan974,"Ok so that guy was incredible! Simply the craziest, most entertaining act I’ve ever seen on that show.",2023-03-27T01:29:08Z,False,positive
1676,@lenny.winter,Thanks so much for your comment! 🖤,2023-06-05T12:47:55Z,True,positive
